{'emp_no': 10001, 'name': 'Georgi Facello', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 12587, 'name': 'Chuanyi Birsak', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 12598, 'name': 'Hatem Farrow', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 12606, 'name': 'Richara Kinley', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 12616, 'name': 'Adam Cappelli', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 12627, 'name': 'Mariangiola Veevers', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 12635, 'name': 'Xinyu Restivo', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 12646, 'name': 'Shir Valtorta', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 12656, 'name': 'Seshu Morton', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 12664, 'name': 'Zhonghua Parveen', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 12673, 'name': 'Jouni Rajala', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 12683, 'name': 'Mana Chorvat', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 12693, 'name': 'Patricia Demke', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 12702, 'name': 'Byong Rosca', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 12712, 'name': 'Alagu Chiodo', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 12721, 'name': 'Sajjan Szilard', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 12729, 'name': 'Nahla Rahier', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 12739, 'name': 'Aral Kading', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 12747, 'name': 'Salvador Atrawala', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 12757, 'name': 'Karlis Cooke', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 12765, 'name': 'Yishay Esteva', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 12775, 'name': 'Mariangiola Berendt', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 12785, 'name': 'Bouchung Armand', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 12794, 'name': 'Kristina Thimonier', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 12803, 'name': 'Gad Boissier', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 12812, 'name': 'Waiman Alameldin', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 12821, 'name': 'Arco Gihr', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 12829, 'name': 'Harngdar Harbusch', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 12839, 'name': 'Zeydy Koshino', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 12849, 'name': 'Yongdong Suessmith', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 12860, 'name': 'Zejun Babb', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 12868, 'name': 'Berthier Nanard', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 12877, 'name': 'Fay Aseltine', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 12885, 'name': 'Anwar Collavizza', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 12894, 'name': 'Heng Stafford', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 12903, 'name': 'Radhika Salverda', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 12913, 'name': 'Navin Suermann', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 12921, 'name': 'Guther Gunderson', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 12932, 'name': 'Mingsen Sankaranarayanan', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 12942, 'name': 'Maia Dalphin', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 12951, 'name': 'Mohammad Keirsey', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 12960, 'name': 'Tayeb Navazio', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 12968, 'name': 'Tsuneo Akaboshi', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 12978, 'name': 'Kwun Kobuchi', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 12988, 'name': 'Christoph Lanzelotte', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 12998, 'name': 'Nadjib Rindone', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13007, 'name': 'Yagil Frolund', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 13016, 'name': 'Fuqing Figueira', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13025, 'name': 'Tuval Dahlbom', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13034, 'name': 'Arunas Rosen', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 13045, 'name': 'Dinah Manderick', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13056, 'name': 'Arvind Zirintsis', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 13064, 'name': 'Kshitij Haldar', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13075, 'name': 'Rosella Morrin', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 13085, 'name': 'Hideo Jiafu', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13094, 'name': 'Sanjay Servieres', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13102, 'name': 'Bogdan Kavanagh', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13112, 'name': 'Hiroyasu Pouyioutas', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 13122, 'name': 'Barry Murtafg', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13133, 'name': 'Guther Senzako', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 13141, 'name': 'Guther Holburn', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13150, 'name': 'Mahmut Stavenow', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13160, 'name': 'Shigeo Gomatam', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13170, 'name': 'Cheong Bernardeschi', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 13181, 'name': 'Qiwen Sluis', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13192, 'name': 'Rosita Flowers', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13201, 'name': 'Tomofumi Ranta', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 13210, 'name': 'Jianhua Klassen', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 13218, 'name': 'Junichi Attimonelli', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13226, 'name': 'Saeko Solares', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13235, 'name': 'Taizo Remmers', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13244, 'name': 'Khosrow Yoshizawa', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13254, 'name': 'Chuanti Thibadeau', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13263, 'name': 'Subhash Zockler', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 13273, 'name': 'Alagu Iacovou', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13283, 'name': 'Unal Liedekerke', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13293, 'name': 'Neelam Yurov', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 13301, 'name': 'Masaki Krybus', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13312, 'name': 'Filipp Schurmann', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13323, 'name': 'Baruch Danecki', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13333, 'name': 'Yoshinari Hennebert', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13343, 'name': 'Heon Usery', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 13354, 'name': 'Kazunori Peek', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13365, 'name': 'Adly Mandell', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13373, 'name': 'Juichirou Naumovich', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 13383, 'name': 'Richard Birke', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 13393, 'name': 'Uinam Krzyzanowski', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13402, 'name': 'Augustine Dulli', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13412, 'name': 'Ranga Erdmenger', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 13422, 'name': 'Vishwani Gerlach', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13433, 'name': 'Irena Nourani', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 13441, 'name': 'Matk Clouatre', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13450, 'name': 'Nectarios Hennebert', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13458, 'name': 'Feipei Nivat', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13469, 'name': 'Yonghoan Undy', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13480, 'name': 'Patricio Parascandalo', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13489, 'name': 'Fumino Itschner', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 13500, 'name': 'Irene Erol', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13510, 'name': 'Stamatina Kakkad', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 13519, 'name': 'Kristin Cardazo', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 13528, 'name': 'Fumitaka Liesche', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 13538, 'name': 'Mori Picel', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13547, 'name': 'Moon Bisiani', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13557, 'name': 'Kwangsub Eickenmeyer', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13567, 'name': 'Sudhanshu Pietracaprina', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 13576, 'name': 'Jungsoon Engberts', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13586, 'name': 'Abdelwaheb Klassen', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13595, 'name': 'Feipei Usery', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 13606, 'name': 'Tuval Feldmann', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 13616, 'name': 'Perry Lorho', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13626, 'name': 'Subir Rijckaert', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13634, 'name': 'Bezalel Biros', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13644, 'name': 'Shmuel Spataro', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13654, 'name': 'Hidde Sambasivam', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13663, 'name': 'Ennio Poehlman', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13673, 'name': 'Kish Levasseur', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13681, 'name': 'Kokou Toyoshima', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13689, 'name': 'Macha Coorg', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13699, 'name': 'Zhiguo Kamber', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13708, 'name': 'Taizo Bolsens', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13716, 'name': 'Tamiya Peternell', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13726, 'name': 'Nahum Aseltine', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 13735, 'name': 'Feipei McAlpine', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13745, 'name': 'Ung Camurati', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13754, 'name': 'Jongsuk Bahr', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 13763, 'name': 'Etsuo Tsukune', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 13774, 'name': 'Ramzi Barbanera', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13784, 'name': 'Surveyors Ranst', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 13794, 'name': 'Hilari Rosti', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13802, 'name': 'Saniya Benzmuller', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 13812, 'name': 'Fumiko Sury', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 13822, 'name': 'Jianhao Radwan', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 13832, 'name': 'Hidefumi Siepmann', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13841, 'name': 'Christophe Spinelli', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13850, 'name': 'Hyuckchul Kroft', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13861, 'name': 'Parke Serna', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13870, 'name': 'Theirry Kirkerud', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13880, 'name': 'Bedrich Mandell', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 13888, 'name': 'Xuedong Reghbati', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13899, 'name': 'Mostafa Crouzet', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13909, 'name': 'Szabolcs Leslie', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 13919, 'name': 'Brewster Sinicrope', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13929, 'name': 'Kensyu Reinhart', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13940, 'name': 'Leon Servieres', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 13950, 'name': 'Palash Kusakabe', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13959, 'name': 'Danae Apsitis', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13967, 'name': 'Ymte Pettis', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13977, 'name': 'JiYoung Conti', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13987, 'name': 'Huican Fujisaki', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 13996, 'name': 'Adib Pews', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14005, 'name': 'Vojin Stellhorn', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14015, 'name': 'Manibrata Picaronny', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14025, 'name': 'Stevo Takanami', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 14035, 'name': 'Tua Gadepally', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14043, 'name': 'Manohar Dulin', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14053, 'name': 'Kazuhiro Haraldson', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14062, 'name': 'Khalid Luon', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14071, 'name': 'Tristan Manderick', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 14080, 'name': 'Aruna Motley', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14090, 'name': 'Hidefumi Barvinok', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14099, 'name': 'Mack Poujol', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14108, 'name': 'Shmuel Khasidashvili', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 14119, 'name': 'Katsuo Georgakopoulos', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 14129, 'name': 'Kitty Steenbeek', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14140, 'name': 'Kiam Ramamoorthy', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 14149, 'name': 'Wonhee Parascandalo', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14159, 'name': 'Theron Marrakchi', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14170, 'name': 'Houman Kropf', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 14179, 'name': 'Sverrir Emiris', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 14189, 'name': 'Nahla Tsukuda', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 14200, 'name': 'Masali Sankaranarayanan', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 14208, 'name': 'Macha Feinberg', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 14217, 'name': 'Nimmagadda Calkin', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 14227, 'name': 'Miyeon Roohalamini', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 14237, 'name': 'Abdulla Gerlach', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14248, 'name': 'Mark Alblas', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14257, 'name': 'Kwok Massonet', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14268, 'name': 'Bangqing Vadhan', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 14276, 'name': 'Kazuyasu Milicia', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14287, 'name': 'Masali Highland', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14297, 'name': 'Honglan Yeung', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14307, 'name': 'Yinlin Wrigley', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14315, 'name': 'Baocai Standera', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 14323, 'name': 'Golgen Leslie', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14332, 'name': 'Wilmer Nitto', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14341, 'name': 'Giri Kumaresan', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14351, 'name': 'Randy Zultner', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14361, 'name': 'Mizuhito Pocchiola', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14372, 'name': 'Saniya Srimani', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14380, 'name': 'Shigeu Heemskerk', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14390, 'name': 'Weiru Jakobus', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14400, 'name': 'Masanao Kumaresan', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14410, 'name': 'Chuanti Emden', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14421, 'name': 'Ekawit Bharadwaj', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 14429, 'name': 'Marek Koblick', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 14438, 'name': 'Tokuyasu Gladwell', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14447, 'name': 'Prodip Denos', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14457, 'name': 'Erez Wynblatt', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14466, 'name': 'Fumiko Rande', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14474, 'name': 'Taiji Ferretti', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14484, 'name': 'Gift Backhouse', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14494, 'name': 'Yannis Azadmanesh', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14504, 'name': 'Lidong Sidje', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14513, 'name': 'Samphel Barreiro', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 14521, 'name': 'Sumali Back', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14532, 'name': 'Duangkaew Docker', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 14542, 'name': 'Keiichiro Navazio', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14550, 'name': 'Mechthild Kriebel', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 14558, 'name': 'Saeed Vanwelkenhuysen', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14567, 'name': 'Heping Lammel', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14576, 'name': 'Wayne Pelc', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14585, 'name': 'Serap Kemmerer', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14596, 'name': 'Vesna Khamsi', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14605, 'name': 'Kellyn Cools', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14615, 'name': 'Dinkar Mitchem', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14626, 'name': 'Adib Tramer', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14634, 'name': 'Shirish Lamba', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14643, 'name': 'Toshimitsu Ozery', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14653, 'name': 'Franziska Macedo', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14662, 'name': 'Maya Maquelin', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 14672, 'name': 'Parto Pietracaprina', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14683, 'name': 'Alois Basart', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14692, 'name': 'Annemarie Lamba', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14701, 'name': 'Kwee Nittel', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14711, 'name': 'Bangqing McDermid', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14719, 'name': 'Willard Luga', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14729, 'name': 'Zissis Pusterhofer', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14738, 'name': 'Changho Himler', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 14749, 'name': 'Rutger Swiss', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14757, 'name': 'Kerhong Eiter', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 14767, 'name': 'Jianhua Merle', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 14775, 'name': 'Rutger Nitta', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14785, 'name': 'Zhonghua Kaiser', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14795, 'name': 'Dung Merkl', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14806, 'name': 'Jaroslava Perry', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14817, 'name': 'Gaurav Masaki', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14828, 'name': 'Christfried Kropf', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 14836, 'name': 'Chiradeep Paludetto', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 14844, 'name': 'Mats Rabejac', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14855, 'name': 'Feipei Bergere', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14865, 'name': 'Ute Serra', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 14873, 'name': 'Stepehn Erev', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 14881, 'name': 'Demos Mateescu', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 14889, 'name': 'Subhash Solovay', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 14899, 'name': 'Alejandro Casley', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 14908, 'name': 'Kerhong Flanders', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 14916, 'name': 'Fumino Narlikar', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 14927, 'name': 'Jungsoon Birsak', 'dept_no': 'd005', 'manager_no': 110567}
